source_platform,app_id,country,review_id,review_title,review_text,rating,review_date,user_name,collected_at
Apple App Store,570060128,us,14071906767,SOOOO GOOD,"It helps a lot when you want to learn something new. For example, im doing Japanese and Duolingo helps when learning. My streak is at 142.⚠️⚠️but I will warn you it works so well you can talk to people that don't speak your language ⚠️⚠️",5,2026-05-16 11:12:31-07:00,Adswife2009,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071878019,You have to get this game,"OMG the first day I started Duolingo I started doing Japanese and I think I’m starting to be a pro at this. You guys should definitely get this game. There’s chess music, math and languages that you can pick so you should get this game and download it. you have to get it get it get it get it. Get it. Get it right now like right now just like stop everything and just go and download Duolingo right now. Hurry. you don’t have much time hurry do it right now. Download it. Download it. Download it. Go get Duolingo.",5,2026-05-16 11:02:54-07:00,67 BADDIE SLAY,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071843583,U love this,It helped me with my Spanish thank you,5,2026-05-16 10:51:36-07:00,Max5504,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071825858,Duolingo,"This app is amazing for me. I’m on day 2 of speaking 
Spanish, and I’m already speaking full sentences! I highly recommend this app for anyone who’s trying to learn a new language!:)",4,2026-05-16 10:45:50-07:00,Joeycandraw,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071816129,I love it,"I love this app I already knew a bit of Spanish, but I wanted to know more so I could communicate to my Mexican family. This app really helps and it is great at teaching chess Duolingo is amazing.",5,2026-05-16 10:42:40-07:00,Blove1122,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071785293,Energy update makes it unusable for free players,"With the energy update, you can only get through a few lessons, not even enough to hit all the daily achievements even when perfect. It also is a gamble whether you have enough energy before starting a lesson, and you may just end up having to quit out towards the end, not only losing the progress but wasting all those energies. 
With the hearts system, it was virtually unlimited play (with ads) as long as you were careful.
The app was amazing before this! Please bring back hearts.",2,2026-05-16 10:32:42-07:00,J. !!,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071779785,I am better at Duolingo than Duolingo is,As I go further into the math lessons it gave me PEMDAS equations and most of the answers were off by a ten or 20. I check with a calculator many times. So annoying.,1,2026-05-16 10:30:56-07:00,Rocket_man36,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071774655,Please add ASL,"It is very useful app it works so well and it actually makes me want to learn, but add asl pls, there are languages I’ve never heard of on there but not asl 😭😭😭 im already in super Duolingo, love the app but again it has like a lot of languages but asl isn’t on there 😭😭 asl is a language and there are different branches I’ve been using this app since it began, there math and chess before asl is even add. Sorry for the rant its just such a good app but no asl😭😭😭😭",5,2026-05-16 10:29:16-07:00,Kütiana,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071770111,Terrible,It does not give me new updates! I hate it! 😡,1,2026-05-16 10:27:48-07:00,Luna  Lovegood the curiouse,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071749498,Best Language learning app,"I love duo. It’s just really nice, I even learned Turkish, German, Korean and Portuguese. 🇹🇷🇩🇪🇰🇷🇰🇵🇵🇹🇧🇷",5,2026-05-16 10:21:06-07:00,It’s a W.,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071722176,Duolingo is the #1 language learning app,Great,5,2026-05-16 10:12:26-07:00,Siri FDA,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071717929,Best app,I had so much fun,5,2026-05-16 10:11:04-07:00,Kimyuh12,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071695177,5 stars,I like this app but it needs to add a language which is Filipino,5,2026-05-16 10:03:54-07:00,Aaawawawawawdddkry,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071691332,I love Duolingo,I love Duolingo so much I’m learning Korean and it’s so much fun,5,2026-05-16 10:02:42-07:00,Sophie2912❤️,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071651395,NOT FAIR,I WAS OPENING MY DOULINGO I WAS AT STRIKE 50 AND WHEN I OPEN IT IM AT STRIKE 1 😭😭😭🥺,1,2026-05-16 09:50:09-07:00,Mimbbnscvamh,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071635587,Yuck,Nasty,1,2026-05-16 09:45:14-07:00,Coconut__429,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071633194,A BUNCH OF CHANGES THAT NEED TO BE READDED👿👿👿👿,"I started learning this language back in August 2021. Since then, it was used to be good. Now it’s not!!!! The hearts are replaced by energy!!!!!!! BRING THE HEARTS BACK!!!!!!!! Also, the Timer Boosts removed!!!!! ALSO BRING THEM BACK!!!!!",1,2026-05-16 09:44:29-07:00,NumbersShow294,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071624095,Great app,Great perfect for trying to learn and wanting something to do,5,2026-05-16 09:41:43-07:00,"I write, you play",2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071614193,Lỗi phần luyện nói,Xài bản việt -trung lúc đọc app k nhận diện được số thường xuyên bị bỏ dù đọc chuẩn.,1,2026-05-16 09:38:37-07:00,Bellaizhere,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071613263,2 things,"1. This app hasn’t helped me improve in my speaking at all!! Yes, you’ve mastered the language on paper but when it comes time to speak in, you’re on the spot. If you’re fine with this, sure, download it. 
2. Duolingo is now using AI for there answers! Should we really be supporting a brand like this? I get that it’s easier for them, but it could be replacing some real people’s jobs!!!",3,2026-05-16 09:38:20-07:00,Sweets4ever,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071588505,Soooooooo fun,It teach's my so much and I get to speak to my grandma fluenty now!,5,2026-05-16 09:30:40-07:00,Kasen Morimoto,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071568435,I love Korean Soul🇰🇷,I’m learning Korean and bro. I love it Coffee is keopi I love Duolingo I’m getting into a habit of learning Korean every week it’s fun thanks duo ❤️ -baddieloucis bella,5,2026-05-16 09:24:30-07:00,Korean soul 🇰🇷😭🙏🏾,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071566271,Overall,"I think it’s a great app to learn languages but I think it’s a tad stupid you can only do 1-3 lessons per day on the free plan. Is super worth it tho? Yes and no. Depending on how quickly you want to progress in your language I suppose. I think the prices could be a bit cheaper, but it’s a good app nonetheless.",4,2026-05-16 09:23:49-07:00,Brynn_Mackellen,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071559794,Very good learning game,I love Duolingo it’s helping me learn new languages and skills it’s very fun and I love how it helps you communicate better,5,2026-05-16 09:21:53-07:00,G00BEH,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071551197,Bring back the heart system,"Okay so basically, I love this app,  but the only problem is that now with the energy system, it’s barely possible to learn for free. This is probably for money reasons but I need you to bring back the heart system as it made it easier to learn for free and also make it at certain streak milestones, we get a free 3 day super family. Please fix this and do this for us!!!🐱🥺🙏",2,2026-05-16 09:19:18-07:00,What about meeeee,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071530126,Bring back math madness,Flashcard frenzy sucks. It works OK the first few levels but then it makes my phone heat up so bad it’s gonna explode in my hand. It can’t handle the high levels because of how much power of the game uses. Many Spanish words have multiple translations. It can’t hear the correct words and it can’t properly respond to anything that I’m doing. Bring back match madness right away.,1,2026-05-16 09:12:54-07:00,LucyLaBrisa,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071523808,You can’t hide from Duo,"I overall think Duolingo is a fine app, I can actually speak some Italian and I can play the piano now, but when, a long time ago, I was looking to delete Duolingo and it said “Deleting Duolingo? You can’t hide from Duo.” 
Well I was a 13 year old girl at this time and I knew that was just strategy, but I know of a 6 year old who does Duolingo on his i-Pad (my cousin) who would actually think Duo was going to like stalk him if he deleted it. Anyways still a good app just change that pls",3,2026-05-16 09:10:58-07:00,Voldemort is a slay queen,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071503398,Love Duolingo!,Learning languages that I always wanted to know to become some level of a polyglot! At last!!,5,2026-05-16 09:04:48-07:00,SL Froggy,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071486428,Love it but….,"This app has been an everyday thing. With the new “Suits” update has made me more motivated. But here is the thing, I don’t have the update where you PAY for the unicorn/Falstaff bear suit. I am worried that I can’t get them in time.",5,2026-05-16 08:59:44-07:00,Connor mullica,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071442762,Apps,La mejor app para aprender inglés,5,2026-05-16 08:46:43-07:00,Me encanta jugar aquí,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071442729,Hey duo like this game! Helps me,I like this duoling! You help me learn Spanish!! Thank you so muchhhhhhhhhhhhhhhhhhhhh now I can do my lesson,5,2026-05-16 08:46:42-07:00,Sophia VEEENI,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071432795,Loveee,I love it so much and it helps me but I really want supper Duolingo,5,2026-05-16 08:43:44-07:00,Sophia_the155,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071431156,Amazing,Xoxo,5,2026-05-16 08:43:17-07:00,verryyyy goood,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071419800,"Why Duolingo, why",I can’t update my app anymore because I’m on iOS 16,4,2026-05-16 08:39:57-07:00,玲零茱莉叶,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071405753,TOO MUCH GAMEIFICATION!!!,"When I started Duolingo, the streak felt like enough. I was learning Japanese really well! But then came along streak shields, Duolingo Max, and costumes! I got sucked in and couldn’t stop myself from just playing and playing and was not learning anything! Duolingo is not educational anymore, it’s just a game! A VIDEO GAME DESIGNED TO SUCK YOU IN! And so I leave this review and break my 962 day streak.",1,2026-05-16 08:35:45-07:00,MangoReinhardt,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071403138,Please change it😢,"So you know that doulingo updated right? Well the charnge thing is kinda stressful, so i was wondering if you can get rid of it because i am desprate to learn spanish and i am now, but i barley get 3 done because the charge thing gets low and i don't want to watch adds or pay my gems! I just want to learn spanish freely. Can you get rid of it please😢🥺🙏",4,2026-05-16 08:34:59-07:00,More animated game,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071389172,Why I love Duolingo so much,I literally love Duolingo. It’s showing me every language and it’s so easy to win like I’m learning Japanese and I’m not and I already love it cause yesterday was my first day and I already got one of my and I just I just love it so much.,5,2026-05-16 08:30:53-07:00,Frogiecutiepie,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071378665,Love it,It has taught me so much and my best friend helped me learn about it,5,2026-05-16 08:27:45-07:00,I like frys alot!,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071372727,Enerji kısmını kaldırın,Enerji kısmını kaldırın.,3,2026-05-16 08:26:01-07:00,Naşrob,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071359761,"THEORY: 5, APP: 3","First, I tested. I liked the general process so I purchased so I could go ad free. It isn’t. The ads are just reduced. Constantly trying to get me to upgrade. If I wanted to or had use to, I would. Don’t lie, though, and say it’s ad free when it isn’t. 

Secondly, the way the lessons are structured and the way you progress is good. Solid. Highly repetitive as you advance while also learning new. Solid from that perspective. 

Third, and admittedly this is a bit of an ego thing, but the new vocabulary and concepts just jump right in to testing. Lowering your score for something that, by all accounts, you shouldn’t know when you invariably get it wrong. Then it jumps straight into repetition and helping to learn. 

Fourth, the font size is, at times, very difficult to see. No iPad adjustment has been able to fix. It’s worse on phone as it just compresses the screen that much more. The fonts are often thin, not dark, and small making it very difficult to see clearly. Especially when small differences in characters make the difference between one character and another. 

Lastly, in practice, the app is buggy, at times unresponsive, slow, crashes, and the like. And did I mention ads on the purchased version? Yeah, they don’t go away. Parts of lessons and steps are only available for top tier. Why? I know why but I’ve already given enough money, stop dangling better teachings for more money (aka: ads!). 

I already paid for the year. So I’ll keep it. But at this point unlikely to renew given the issues stated above.",3,2026-05-16 08:22:12-07:00,Mwbbmwm,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071346336,Great,Great for easy learning,5,2026-05-16 08:18:19-07:00,reese godfrey,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071345478,Doulingo please give back my family,Pleaaaseeeee my house is empty and I miss my family please Doulingo I’ll do extra lessons,5,2026-05-16 08:18:05-07:00,Dnjendkwmskwj,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071344776,It could be better,I find it insane that I’m paying $100 a year for a membership when I can’t even speak Arabic in the app yet Russian is available to be spoken and increase my language usage. Fix that. For $100 dollars everything should be equal.,3,2026-05-16 08:17:52-07:00,Selemahenna,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071329869,How much I am learning,I am Learning a lot from this and my Spanish teacher is proud of me because of this adios,5,2026-05-16 08:13:29-07:00,Tvyveyovowz,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071322608,..,The best app in the world it has helped me learn chess.,5,2026-05-16 08:11:22-07:00,.Jp….,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071280302,So good!!!,"I think that Duolingo is one of the best apps ever. Not only does it offer education in most of the most common languages. It also has fun games to play like flashcards friends! Also, it makes you want to keep learning with the way they put things like the different leagues and how you can friend people",5,2026-05-16 07:59:07-07:00,MG15666,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071216052,Duolingo,"Ok so I'm a bit frustrated that they lied about japanese (the word desu) it's actually kare, not desu but it's really good!",5,2026-05-16 07:40:26-07:00,Kairibredybonillaa,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071209012,French,My grandma did it to learn English and I thought it was really fun so I tried it to learn French and it works really well. It helped me so much. I love Duolingo.,5,2026-05-16 07:38:25-07:00,Rose Terrill,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071204185,Good to learn other languages,I’m learning Spanish so good thanks Duolingo,5,2026-05-16 07:37:02-07:00,Bradleypoo923,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071199551,This is the best for people with social anxiety,It is very good because for people with social anxiety can interact with the ai system make them practice how to interact with the real world you will have to spend a little bit of money but it is worth it and you should go download it right now even if you are a kid it is really fun and makes learning more less boring and more special.,5,2026-05-16 07:35:42-07:00,Duo lover 5674,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071156577,¡Excelente!,This is an excellent engaging app and very easy to learn from!,5,2026-05-16 07:23:18-07:00,L.E.Grace,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071150832,Chess.,"The chess lessons are AWESOME, however, I wish I could turn off Oscar’s checkmate help, I want to do my own checkmates.",4,2026-05-16 07:21:39-07:00,"Razguard,Fox of fire",2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071141705,𝕃𝕆𝕍𝔼𝕃𝕐𝕂𝕀𝕋𝕋𝔼ℕ𝕄𝔼𝕆𝕎,𝕀 𝕝𝕠𝕧𝕖 𝔻𝕦𝕠𝕝𝕚𝕟𝕘𝕠 𝕀 𝕦𝕤𝕖 𝕚𝕥 𝕒𝕝𝕝𝕝 𝕥𝕙𝕖 𝕋𝕀𝕄𝔼,5,2026-05-16 07:18:57-07:00,Lovelykittenmeow,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071138398,I don’t like duo,Because even if you don’t do a day of lessens duo acts like he’s dying and you’ll lose you streak and what sucks is that I have lost my streak before and I only missed a few days. Duolingo sucks.,1,2026-05-16 07:17:59-07:00,Rayna rain,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071137983,Duolingo review,This is the best game I ever had played. All people do is rate kids games like teenagers games where little kids can’t play will please stop but Duolingo helped me with spainish,4,2026-05-16 07:17:52-07:00,Lovethisgirlnessa,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071136783,It’s amazing,"It is so amazing I am obsessed, I learned about 10 Korean words in 2 days!",5,2026-05-16 07:17:31-07:00,Dr.jose Cruz,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071123567,The best,You guys are teaching me Spanish and other languages which is I need those because soon I’m gonna be in high school and they are probably gonna do a Spanish class and you guys are teaching me words that I didn’t know I used to have Duolingo but I deleted it because I didn’t have no little space. No space to download something else but now I downloaded it back and I don’t have like a lot of games and this is the game I’m mostly beyond so thank you guys for doing what you have done cause some of these people like Spanish people. They probably wanna learn English too cause well it’s a English person and that’s their best friend or their best friend which is English can speak Spanish so whoever downloaded this app whoever made this app I will try to send you something and just thank you,5,2026-05-16 07:13:43-07:00,Iylahr311,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071106118,So annoying,Yes this is a great app for learning things however I hate how my energy stops running out so quick when that’s there it takes too long to learn and you can’t complete lessons not only that but if you have a goal like me of 15 minutes or more it takes too long to reach that please take out that battery,4,2026-05-16 07:08:39-07:00,“Tico”,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071098711,多领国的发音有毛病去治治,真的挺变态的,1,2026-05-16 07:06:30-07:00,俞丫,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071092919,Imcreible,"Logró lo más difícil: tener constancia .  Con constancia aprendí inglés , una deuda pendiente en mi vida. Aún no hablo pero puedo comprender casi todo cuando está escrito. Y ahora empecé chino, y estoy alucinada",5,2026-05-16 07:04:51-07:00,Romideval,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071064281,It's great just one thing,It would be so nice if Duolingo didn't cost money for just a FREE trial but other than that the game is great I've been doing Japanese and I learned so much in just two days so I do recommend this game if you have money 🤣🤣,4,2026-05-16 06:56:33-07:00,Pjs iPad and me is mad!,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071046472,It’s worth it,So good it’s been 10 minutes and I learned how to say please water and tea and sushi. It’s really useful.,5,2026-05-16 06:51:16-07:00,#1 Japan,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071041032,I want to say sing,5/5,5,2026-05-16 06:49:40-07:00,𝕸𝖆𝖗𝖆,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071016940,New app update suggestion,Hey! I love this app but I have a cool suggestion. What if you add driving skills? You could add a bunch of different rules and signs and have scenarios and more! This would help a lot of people out so they don’t have to buy an app that only does one quiz and then you have to pay for the rest. Thank you and this app is awesome!,5,2026-05-16 06:42:37-07:00,ℍ𝕚 (●’◡’●)ﾉ,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14071000995,The chess coarse is a little too difficult,"The chess coarse is helpful but I pretty much just started and can’t get past a lesson because it just won’t complete from every time I loose against Oscar it just gets a little repetitive and 
annoying",3,2026-05-16 06:37:54-07:00,CrazyGamerTheIII,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070984432,Very satisfied,One of the best language learning apps ever my vocabulary was extended.,5,2026-05-16 06:32:54-07:00,Sleigh all Christmas,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070982937,Native?,I live how awsome it is to learn new langues and inspireribg but i have a request can we learn ojibwe my native american language id be happy to learn!,4,2026-05-16 06:32:28-07:00,Love it!!!!😀,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070980606,Listen,I got Duolingo before the battery 🔋🪫 thing was their free energy source. But now I can’t even get a whole lesson through and I am going to loose my 334 day streak because it takes 24 hours for it to recharge. That’s not fair to me or anyone who ISNT going to pay $95 dollars a year. They need to fix their energy thing so I can AT LEAST finish TWO lessons.,2,2026-05-16 06:31:49-07:00,💖🪻🌸🌷🌹🌻🌼💐🪷,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070968619,Amazing,Amazing game always giving out thing like a costume challenge and keeps you engaged thank you Duolingo I now know piano,5,2026-05-16 06:28:13-07:00,Do yu no da wae,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070941755,Chess,I’M NOW BETTER THANKS DUOLINGO,5,2026-05-16 06:20:11-07:00,Lincopotomus5,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070935483,BEST WAY TO LEARN CHESS!!!!!!,"I have tried countless different times to learn how to play chess. But when I tried Duolingo, I learned in a week! If you are struggling to learn something, check if it’s on Duolingo it has made the whole experience easier.",5,2026-05-16 06:18:19-07:00,🦄🐺🐛🦇🪰🐔🪳🐵,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070918159,Gooooooood,So gooooooooooood,5,2026-05-16 06:13:06-07:00,Uyhuyu,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070900297,4 stars,It is one of the best games ever and I’m learning but it’s not the best game I ever played,4,2026-05-16 06:07:37-07:00,FamousLita,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070898705,Duolingo is the best,"Making me so cool it even lets me learn my language that I don’t know that Spanish Spanish is really cool and Duolingo is the best anyways, but you really have to pay and that’s the worst part",5,2026-05-16 06:07:08-07:00,Shayliexcel,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070862773,The ads,"The only thing is every single time you complete a lesson it gives you a super Duolingo ad and it gets very annoying but otherwise it’s a great app for learning new languages math chess, and music",4,2026-05-16 05:56:01-07:00,It’s not half bad,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070854639,Go g crunches,I have learned so much from this I hope you enjoy it as well,5,2026-05-16 05:53:29-07:00,Charchar2012,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070846096,I love this app,"I love this app so much. It’s lowkey the best speaking app u could ever have. The best part about it is that you can do speaking, chess, math, and music. But u do have something to ask the Doulingo app makers. So u know in Doulingo where if u don’t have super Doulingo you get adds, well in the car add where it’s junior and dad, what is that green thing in the back of the car? I lowkey think that it is dou back there. So can u guys do some… explaining. Plz? But this app is the best! Tysm for this app. Oh! Btw, this app gave me 21 days of super. I got so excited. So… yeah",5,2026-05-16 05:50:49-07:00,I❤️McDonaldsandwendys,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070840763,Updating my review,"Yeah, it’s a really functional app. 
But apps live and die in the long run on the content they provide. For language content you really gotta be careful on which topics you cover and how functionally needed Those topics are gonna be. I sure that you guys probably have professionals, actively researching what parts of language to teach. But I’m learning Korean, and I’ve spent how many lessons learning specifically the numbers 5, 19 and 30. I’ve gone to ChatGPT to find out all the numbers in between because there doesn’t seem to be a 1 through 10 lesson anywhere. And the number of lessons where I need to memorize how to spell the word cat. I don’t do more than one lesson these days because I am so annoyed by the content in each lesson.

I’m honestly just doing this to keep my knowledge Hangeul alive, when I actually decide to travel to Korea, I’m headed for Rosetta Stone and I’m quitting this app. Maybe then I’ll learn and ask where the bathroom is instead of somebody’s age… lol",2,2026-05-16 05:49:07-07:00,Alex_2027_,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070821236,Can't even finish one lesson with xp given,"I did a lesson starting with 20 XP, or almost full. I got every single answer right and I still was not able to finish the lesson. It told me that I did not have enough XP to continue when I had 20/25 at the beginning. Also, the line at the top of the screen that was showing your progress through the lesson was not moving at all. What's the point of doing this app if you're not even allowed to finish one lesson? It's insane.",2,2026-05-16 05:42:57-07:00,harmony4672,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070781457,Cool but could be better,"This is awesome and I recommend it to anyone who is interested in learning a new language or even ones from popular series like Star Trek or game of thrones and even math or chess I don’t understand how they teach you music but they do I am doing Spanish and it is fun but I don’t love how you run out of energy and the super Duolingo adds also it would be cool if it code not block like python, and it makes the character jump around and do things sorry for the long review but bye",5,2026-05-16 05:30:19-07:00,Axoltlfinn27,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070768851,Duooooooo ily,I am only 10 years young and this app is amazing. I have learned so so so much Korean!!! It has only been 2 days! An yeong haseyo! Don't rlly know how 2 spell them but that ment hello!!!,5,2026-05-16 05:26:14-07:00,Swipywipy,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070746724,My review,I think Duolingo is great for beginners and people that want to learn . Duolingo takes you step by step from each lesson . Duolingo can tech you many different things like languages like what I am doing it can also tech you math and music . Duolingo encourages you to keep going . And if you make a mistake it will show you the correct answer and will come back to it .You can also add friends  so you can learn together,4,2026-05-16 05:19:01-07:00,Duolingo ￼ girl,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070716897,"Вроде норм, но очень бесит, что энергия тратится супер быстро. Прошла урок за 21 сек и минус 6",Уберите эту функцию пожалуйста🙏,4,2026-05-16 05:09:10-07:00,Софикоr,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070713405,Yasss,It’s help me a lot tysm,5,2026-05-16 05:07:59-07:00,Ynfhjhdhftdtvijuth,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070692137,The best,Duolingo was the best when my daughter asked if we could get I said tell me about it so she told me about it and now she is beating me in chess and is get fluent in French thank you Duolingo,5,2026-05-16 05:00:45-07:00,PorschePete,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070659206,Duolingo is the best,Duolingo actually helps you learn you language I was doing Spanish and I’m so good at it you should really get it!!,5,2026-05-16 04:49:30-07:00,Duolingoatcookinggg,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070638788,If I could rate it 500 stars I would,"It could really teach you any language. I am still learning Spanish, but I already know a lot so how about you? Use your phone to help you Learn.",5,2026-05-16 04:42:23-07:00,The dude 123￼,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070625494,Help,It is helping me,5,2026-05-16 04:37:40-07:00,Watch !!!!!,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070610306,Worthless,"Duolingo keeps thinking that i didn’t do my streak, yet I did, and just of Wi-Fi.",1,2026-05-16 04:32:13-07:00,Kazuha main dps user,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070596291,Please try this!,It helped me get a start on my Spanish and now I have a lot of experience in Spanish! Please check it out 😃❤️🥳,5,2026-05-16 04:27:18-07:00,Heart land girl,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070591853,Duo is kinda creepy,The app is great but if you add the widget and not use it for a month it turns creepy.I love the app though,4,2026-05-16 04:25:41-07:00,C!!!????!!!!!!,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070554140,Mis gibi,Hem ders hem eğlence hem hırs,5,2026-05-16 04:11:56-07:00,Kağan 14,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070357844,4star,The first time I heard about it I thought of it as a joke but it is so good. And it makes Spanish make sense. Thanks!!!!!!!M,4,2026-05-16 02:53:40-07:00,E Gus,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070357611,Sneaky,It would have been nice to have gotten a renewal notification. I get notifications for every other minuscule thing about people I don’t even know but not notification for my renewal. Then there’s no option for refund. For an app to be about improving communication you’re sugar honey ice tea at it.,1,2026-05-16 02:53:33-07:00,c33jae,2026-05-20T03:14:33.977405+00:00
Apple App Store,570060128,us,14070357429,Daily crashed and burning phone,"Besides the slow to roll lessons and narrow range of topics which are more games than learning, my iphone mini now crashes almost daily. The app is clearly not optimized as it makes my phone so hot it is hard to hold. Complains and reports by email are answered by AI which just tells you to give more detail, even when that detail was included in the report. Lessons are designed to be frustrating hoping for engagement until you fix what's wrong (some sentences are so rigid and unnatural, you need to memorize the answers in English to pass to the next question). Many lessons already completed (gold) revert to not complete. Despite a 2300 day streak, I'm still barely improving my oral communication skills, only able to understand written test in the correct context.",1,2026-05-16 02:53:28-07:00,SG NY,2026-05-20T03:14:33.977405+00:00
