source_platform,app_name,app_id,country,review_id,review_title,review_text,rating,review_date,user_name,collected_at
Apple App Store,Spotify,324684580,us,14076658967,Meh,I love Spotify but I hate how many ads there are I it’s like every other song and the ads are the same over and over and over again it’s kinda annoying.,3,2026-05-17 17:22:25-07:00,The first time your,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076658312,I mean it’s alright,I tbh love this App but the only reason why I'm not giving 5 is because I dislike that you only get 6 skips an hour,4,2026-05-17 17:22:08-07:00,Look at my review let me know,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076656306,Ugly icon and CarPlay isn’t working,Since the the update the CarPlay feature is acting weird. Can’t save songs and it seems to lag. Also the logo is so ugly. Whoever designed that did a terrible job. Looks cheap,1,2026-05-17 17:21:16-07:00,rcasrillo1,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076655115,Recommendations on Spotify wrapped,I literally love Spotify but I really wish that like with a Spotify wrapped they should have a music soulmate and music bestie like the people that listen to the same music as u or they think the vibes match,5,2026-05-17 17:20:46-07:00,K14579,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076654806,Audiobooks,There should be more audiobooks available for non premium or paying members. Funjungle would be a great first option.,5,2026-05-17 17:20:38-07:00,Josiah1407,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076654657,A slight concern yet good app,"So over all Spotify is a great app but there is one thing, as a child I don't believe I should know what vaping is I also believe I shouldent know what formaldehyde is (I think I spelt that right but I don't know)so this is just a concern on ads content also why should I only have 6 skips an hour that’s unreasonable and no I’m not buying premium I don’t care if it saves y’all’s butts I ain’t paying for my music id rather listen to whatever my great grandfather listened to than not being able to skip just because I wasn’t in the mood for a certain types of music or that I want to hear a song many times (btw I know that is someone else’s add but I keep on giving it thumbs down and other adds thumbs up but I just get the vaping add 😭)",1,2026-05-17 17:20:34-07:00,Sunny I guess idk,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076652987,Spotify,The app is great I am just not a huge fan that it gives me random songs I didn’t put an my playlist and sometimes I didn’t even know the song existed and there are way too many adds,4,2026-05-17 17:19:51-07:00,Djjjfjjxka,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076651864,dih,best dih ive ever rode,5,2026-05-17 17:19:22-07:00,I 🩵 THE DUOLINGO BIRD,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076650835,I wrote this so the app would stop bugging me,The app icon sucks,3,2026-05-17 17:18:57-07:00,Turtle power 420,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076645209,Logo,Update your logo,1,2026-05-17 17:16:34-07:00,nathethedogboy2783376383,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076642704,wtf!?!,horrible chat just change it yo we need the old spotify picking out own songs because it’s not letting me pick my own songs and now you guys are making us pay for playing our own choice of music wt,1,2026-05-17 17:15:31-07:00,h  look usubjxuy,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076640913,ads,i’ve been using this app since 2020 and there has been so much ads as there is now like i listen to more ads than actual music and it’s so frustrating pls fix this,2,2026-05-17 17:14:44-07:00,junapanda,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076637182,Cost of membership,Cost is a little much but is fine I did consider switching to Apple Music but just some things I like more on Spotify,3,2026-05-17 17:13:07-07:00,NOW G WSITWAITING!,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076635280,Spotify,I can turn off my phone and it doesn’t cut off the song THANK YOU SO MUCH ILL ALWAYS GO ON SPOTIFY FOR MUSIC<3!!!,5,2026-05-17 17:12:19-07:00,My fav app Spotify,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076618479,Why?,"New icon looks like an aged, distorted and partially worn-off sticker. Not a good look.",3,2026-05-17 17:05:15-07:00,NanoRonToo,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076617315,Best music app I’ve ever had music 🎶,I love ❤️ this new logo it’s so awesome 🤯🤩🤯🤩🤩🤩,5,2026-05-17 17:04:47-07:00,maycam11,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076616218,glitchy,"fix your app, my premium randomly ended, and now every song is grey and it says i need premium to play a song",1,2026-05-17 17:04:20-07:00,AnonW505,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076587489,Middd,Apple Music better,2,2026-05-17 16:51:51-07:00,Thick daddy 6969,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076587050,SOOO AMAZING,The quality is amazing..,5,2026-05-17 16:51:39-07:00,Hannah Valerio Nunes,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076586367,Really Good,"I use this app daily. I love it. My only complaint is the commercials. As time goes on, they just add commercials more frequently. Also, the “you will get 30 minutes of uninterrupted music after this add” is false. 15 minutes between adds is lucky. Although, you can avoid that is you get Spotify Premium. I’m just cheap, and am choosing to not spend the money. Overall, really good, and highly reccomend.",4,2026-05-17 16:51:22-07:00,Harrison Demeter,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076584684,New design sucks,I hate this new design,1,2026-05-17 16:50:39-07:00,camach000-17,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076573080,It’s okay but it used to be better,Every thing used to be good but now when u search a song  if u press it; it won’t play it Instead it will play different songs then after it will play it. Also u only get 6 skips an hour.,5,2026-05-17 16:45:35-07:00,✨~Sofia~✨,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076570253,"Love this app, but…","Please let us change the app logo back. 😭 also, I think when you go to an artist’s page, the “liked songs” should include any song of theirs that’s in any created playlist instead of just “liked” bc I have my playlists structured all differently and liked songs for a certain genre.",5,2026-05-17 16:44:19-07:00,Gabriellemmm,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076565362,It’s just amazing,Can’t complain about it only if premium wasn’t so much,5,2026-05-17 16:42:11-07:00,J money12,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076558511,It’s a very good app..but..,"I Really think that listening to music on here is my go-two. I always listen to Spotify But Limits. Even if I wanted to choose a song I really want to play, I use all my limits. And I have to pay. And I don’t want to! So can y’all please have un-limited song choices for me? Only for me. Because I don’t want to pay. But overall, I love this app and will always listen to it!",5,2026-05-17 16:39:14-07:00,Oohjbft,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076557249,Idk,Good but too many advertisements,3,2026-05-17 16:38:42-07:00,Duo Tuo,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076554740,my love for spotify,i love this app so much even though some of the ads are a waste of time and there are way to many at once like for an example (1 of 5) which is insane to me but i love spotify so much it’s such a good app i love how SOMETIMES it lets me choose my own songs and SOMETIMES i get to skip as many times as i want.I also love how i can collab with others in one playlist and we can share our own music taste! i hope you love this app as well!,5,2026-05-17 16:37:37-07:00,PADRILL,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076531937,spotify wtf,no bc what do you mean now i have to literally PAY just to pick a song from my playlist? what do you mean i have to pay just for the playlist TO GO IN ORDER?? and what do you mean i have to pay just to SKIP A SONG?? this is outrageous. switching to youtube music because they would never. THIS IS MY GOOD BYE SPOTIFY.,3,2026-05-17 16:27:46-07:00,ijustwannareviewsmthh,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076514144,New logo terrible,Change it back. Looks like the app is updating. Terrible idea,1,2026-05-17 16:20:10-07:00,Hosea Dave,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076514042,lol,to many ads you need preuim,4,2026-05-17 16:20:07-07:00,AmirDagod,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076513859,10/10,Me and my family love it it’s go for 9/10 and we listen to it every day,5,2026-05-17 16:20:02-07:00,Charlotte coffman,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076508362,10/10,Amazing it’s great it has so many people to listen to and even watch and you don’t even have to go to YouTube to find a music video they just have it,5,2026-05-17 16:17:38-07:00,Andru jaxon,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076507112,Spotify,Love the app,5,2026-05-17 16:17:07-07:00,Kayleigh jolynne montano,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076503687,FLIPPING AWESOME!!!,"This app is flipping awesome and I only say flipping when I’m serious!! Good quality, not glitchy, and plenty of EDM!!! Thank you for the awesome app! But I do think that you are WAY TOO unprivileged if you don’t have premium, you get SO many adds, you can’t listen to playlists in order, you can’t even rewind songs!For those who read this, here are some good songs to listen too: murder on my mind(murder drones)by glitch Whisper, knock knock who cares by black Gryph0n, let me in by CG5, let’s get weird by LongestSoloEver, no exit (Bill cipher version) by LongestSoloEver, no exit (the amazing digital cuircus) by LongestSoloEver, abstraction by KittenSneeze, never be alone by Shadrow, wish you the worst by Ryan mack, overwhelmed by Ryan mack, how to be a heartbreaker by MARINA, the show that never ends by LongestSoloEver and OR3O, a little bit bad by KittenSneeze, and I love all the Minecraft raps by Dan bull!
Good songs by Dan Bull: doom doom doom doom doom doom doom doom doom doom doom doom doom, boom boom boom boom boom boom boom boom boom boom boom, quiet please, enderman rap, I’ve got a bone, just another day, ghast up, Bull is the spider, busy busy bees and  flocking hostile! I can’t promise that these songs are not explicit but I am 98% sure that they will not give you spoils on shows. There are also some Steven universe songs that are amazing!",5,2026-05-17 16:15:40-07:00,xXBELLA12Xx,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076502613,4 Stars,Yall audio amazing but without premium I should I have unlimited song choices,4,2026-05-17 16:15:11-07:00,Bdudisjdjd,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076502619,Spotify,This app is my fav I use it every day,5,2026-05-17 16:15:11-07:00,💗😝🫰,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076493745,Good app to good,Just to amazing can’t explain why lol just good app,5,2026-05-17 16:11:25-07:00,lolwannaberawr,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076489268,Rico,10,5,2026-05-17 16:09:30-07:00,Aleaguia,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076483433,review,The one thing is i want to be able to move the songs to where i would like on the liked playlists that would be great but other than that great app👍,4,2026-05-17 16:06:58-07:00,Nonnie567667,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076475637,It’s ight,It’s ight,4,2026-05-17 16:03:36-07:00,Urmomimaginarydick,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076474798,Idk,Would give it a 5 but you only get 6 skips every hour,3,2026-05-17 16:03:15-07:00,Mystery person 🤫🤫🤫,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076456588,Why am I giving you my money?,I have had Spotify premium for years. Why am I still hearing ads on podcasts? Cancelling my subscription.,1,2026-05-17 15:55:28-07:00,shaneowo,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076448763,Love Spotify,It’s a amazing app I love listening to all my music I love it so much,5,2026-05-17 15:52:07-07:00,Ashlas91,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076448481,I love Spotify,I love Spotify music so much now that I don’t have adds and this app makes it so much easier to listen to all my favorite artists like TAYLOR SWIFT!!!,5,2026-05-17 15:52:00-07:00,Swiftly!!,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076444518,Ads,"Good app ngl but those dam ads be too long, could u bring back the 30 second ad again im tired of 50 seconds 🥲✌️",5,2026-05-17 15:50:16-07:00,James aka diddy,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076443311,Extremely slow,"I’ve used Spotify from day one, now it’s extremely slow. It’s a nuisance. I really wish they would stick to playing my music.",1,2026-05-17 15:49:46-07:00,Mesquiteso,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076443139,"My review, prompted by the app","Great app! Kinda sucks without premium, but with it’s a smooth experience!",5,2026-05-17 15:49:41-07:00,beeeeesmer,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076439945,NEW UPDATE SUCKS,THIS UPDATE SUCKS BECAUSE NOW I CANT ADD ANYTHING TO MY QUE FRICK U GUYS,1,2026-05-17 15:48:18-07:00,King097284,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076439096,Saved songs are unsaving by itself,I LOVEE Spotify and I've been with them for yearss but I've noticed my saved songs have been unsaving? I'm 100% sure it's not me because I've been careful and I've watched over the app for weeks now. I would've given a 5 star rating otherwise. So many songs will be forgotten about and it makes me so sad:( and yeah the new icon is ugly..,3,2026-05-17 15:47:57-07:00,kaleidoscopechloe,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076438229,I LOVE ITTT,I love Spotify genuinely comforts me so much,5,2026-05-17 15:47:35-07:00,BLUEEEE 🍥🧁,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076434722,Hunter,It is so good to have all of my favorite music on it,5,2026-05-17 15:46:06-07:00,Hunter and the other,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076430270,Junk Ads,Not good it keep showing repeated ads,1,2026-05-17 15:44:10-07:00,WestWird,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076428445,Why,Why would yall add back that 6 skips per hour thing. And why did yall remove the ability to change your song at anytime you want to. CHANGE IT BACK TO NORMAL.,2,2026-05-17 15:43:22-07:00,Haisjdnximdsnudieyeueyutorosns,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076428006,Ugly New Icon,Go back! This new disco ball is so ugly.,3,2026-05-17 15:43:11-07:00,Stephdgg,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076413406,Spotify is great,Spotify is the music site I listen to music on it’s the only one I use so it has to be 5 stars also I love slayr his music is great Spotify also gave me 3 free months of premium for free so ya it’s kinda awesome,5,2026-05-17 15:36:57-07:00,UnhandyErmine34,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076411493,Podcast????,Hi  I love Spotify great music but I was looking for a podcast child appropriate since I’m 11 I saw a porn podcast very inappropriate but other than that it’s good,4,2026-05-17 15:36:10-07:00,Podcast ??,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076404457,It is good,It is so nice to listen to music and you can do blends with your friends and friend people in Spotify and it’s a nice experience,5,2026-05-17 15:33:09-07:00,[_]orifndiendjjdjd,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076403464,Zara Larson,Best music app ever,5,2026-05-17 15:32:43-07:00,5 star double g,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076401164,TUFFFF,TUFF TWWWWWIIIIIIINNNN,5,2026-05-17 15:31:44-07:00,67kiny,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076389133,Review,Very nice.,5,2026-05-17 15:26:36-07:00,ILOVEJESUSANDGOD#1FOREVER,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076384902,Love it,Love it,5,2026-05-17 15:24:50-07:00,I. I'm am stored,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076377392,No WiFi!,I love how if you download songs you can hear them offline! It’s so good for road tripsss! And the Eat your playlist is so fun :3,5,2026-05-17 15:21:43-07:00,Startimeastro,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076366324,Great but..,I love Spotify but premium is absurd. No adds for premium makes sense but just watching a music video or dj is crazy. We have YouTube for this.,3,2026-05-17 15:17:05-07:00,opyol,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076361482,Changes Again,"I do love Spotify so much, but if you just remove the new logo and change to the original one, it would be a lot better. Thank you.",4,2026-05-17 15:15:05-07:00,Nice Duder,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076344643,Experts At Futile Reinventions,"And for their anniversary, Spotify decided it was worth it—if just for ooone more useless feature— to crash consistently for over a week. I have seen this app incorporate many silly, some useful and many useless features, and always at a dual cost: a price that predictably increases with a UX that predictably crashes more and more. I was rooting for you (no, literally, I invested in you), and at this point it is I who has been made a fool. I will be joining the exit strategy brought on by social movements, yes, and also bc of poor UX. It is embarrassing for me, yeah, but definitely for you. 
Kind regards, Spotify user since 2013.",2,2026-05-17 15:08:02-07:00,The New-Vie,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076344238,Gotta love this app,"I personally enjoy listening to music while I’m cleaning and doing other things. If you don’t have premium, you’ll receive an add after each song. Very enjoyable though",4,2026-05-17 15:07:53-07:00,~yin~,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076331672,Hideous Logo,"Please, please change the new logo. I can’t have Spotify on my home screen cause the logo is so bad.",4,2026-05-17 15:02:41-07:00,J3Mac,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076328916,Setting up,It’s hard to do for normal people who aren’t used to all the terminology.,1,2026-05-17 15:01:32-07:00,Sandy P of Eillicott C,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076328902,WHY DID YOU CHANGE THE ICON IN 2026,CHANGE THE ICON BACK,1,2026-05-17 15:01:32-07:00,TokiDokiPanik,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076327463,bad update,my app crashes now whenever i play my first song…. started when they did this disco ball update,1,2026-05-17 15:00:56-07:00,matty.7896,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076320316,TOO MANY ADS,"see i love this app but too many ads for people without premium. i honestly get an ad every 1-2 songs. overall, good app. just letting people know about the ads.",4,2026-05-17 14:57:56-07:00,ksairai,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076318970,New Icon looks like the puke face emoji 🤢,Who in hell approved this? Hate it so much Im thinking of moving to Apple Music.,1,2026-05-17 14:57:22-07:00,UmmBen,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076316592,Emma,Amazing works good and never stops,5,2026-05-17 14:56:21-07:00,FIRE🔥🔥🔥🔥🔥🔥🔥🔥🔥,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076313014,New icon,Please change the icon back. The new one is horrible,1,2026-05-17 14:54:54-07:00,Aprilwithin,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076311122,Spotify,My brother plays onoying music,4,2026-05-17 14:54:08-07:00,The sleuth of TV,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076305847,So many ads,Way to many ads,1,2026-05-17 14:51:55-07:00,ieudjdodiisii,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076304398,Love it made my own recital playlist,5 stars,5,2026-05-17 14:51:20-07:00,Beeeeee holy!!!,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076295813,a,apple music<,5,2026-05-17 14:47:49-07:00,meiscrazy,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076289123,Amazing!! As always🤩🤩🤩🥰🥰🥰,"Spotify is THE best music, podcasts, and music videos. I love Spotify so much! I recommend it for all ears. Thank you for Spotify creators!😀😀",5,2026-05-17 14:45:05-07:00,Swiftly girl is approaching!!!,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076259875,Ugly icon,Please bring back the classic icon,1,2026-05-17 14:33:09-07:00,Alex Andi,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076256637,Thank you,"Thank you for giving a poor widow, some enjoyment of the 60s and 70s and 80s music! It certainly makes my day!",5,2026-05-17 14:31:52-07:00,Ocrap979,2026-05-20T03:33:37.122772+00:00
Apple App Store,Spotify,324684580,us,14076256461,Amazing,I love Spotify it is easy finding songs I love it,5,2026-05-17 14:31:48-07:00,Knyfan67,2026-05-20T03:33:37.122772+00:00
